learning_rate,layer1,val_size,min_val_mae,min_val_mse,min_train_mse
0.001,120,98,1.1504,1.9066,0.8788
0.001,120,98,1.1307,1.8823,0.9286
0.001,120,98,1.1173,1.8809,0.8642
0.001,120,98,1.1636,1.9925,0.8784
0.001,120,98,1.1304,1.8567,0.9279
0.001,120,98,1.1399,1.8853,0.9525
0.001,120,98,1.1209,1.7887,0.9689
0.001,121,98,1.1372,1.9107,0.9076
0.001,121,98,1.1437,1.9434,0.92
0.001,121,98,1.1191,1.8432,0.9571
0.001,121,98,1.1686,1.9662,0.9305
0.001,121,98,1.1448,1.8984,0.9127
0.001,121,98,1.1102,1.8225,0.9284
0.001,121,98,1.1503,1.9196,0.8902
0.001,121,98,1.1377,1.9027,0.8887
0.001,121,98,1.1253,1.901,0.9319
0.001,122,98,1.0808,1.7853,0.9157
0.001,122,98,1.1303,1.8834,0.8577
0.001,122,98,1.1282,1.8481,0.9121
0.001,122,98,1.1313,1.8685,0.9157
0.001,122,98,1.1487,1.9269,0.8777
0.001,122,98,1.1422,1.9382,0.8582
0.001,122,98,1.1364,1.8426,0.91
0.001,122,98,1.1293,1.8993,0.8901
0.001,122,98,1.1343,1.8996,0.8702
0.001,122,98,1.1676,1.9682,0.8579
0.001,122,98,1.1098,1.912,0.8995
0.001,123,98,1.146,1.8589,0.9214
0.001,123,98,1.1444,1.9086,0.8969
0.001,123,98,1.11,1.841,0.8841
0.001,123,98,1.0913,1.8396,0.8695
0.001,123,98,1.1143,1.7672,0.901
0.001,123,98,1.1633,1.847,0.8753
0.001,123,98,1.1249,1.8261,0.8766
0.001,123,98,1.1494,1.9047,0.9465
0.001,124,98,1.1254,1.8248,0.9628
0.001,124,98,1.1633,1.8922,0.9166
0.001,124,98,1.1158,1.8445,0.925
0.001,124,98,1.1227,1.8306,0.8832
0.001,124,98,1.118,1.8121,0.8859
0.001,124,98,1.1167,1.8612,0.9079
0.001,124,98,1.1546,1.911,0.848
0.001,124,98,1.1454,1.9117,0.8669
0.001,124,98,1.1497,1.9758,0.8972
0.001,124,98,1.146,1.9003,0.8882
0.001,124,98,1.133,1.8768,0.9529
0.001,124,98,1.1332,1.8977,0.9184
0.001,125,98,1.1515,1.9225,0.9199
0.001,125,98,1.1306,1.8708,0.9165
0.001,126,98,1.1053,1.845,0.9123
0.001,126,98,1.1618,1.9246,0.9172
0.001,126,98,1.088,1.8541,0.9286
0.001,126,98,1.1085,1.8226,0.8526
0.001,126,98,1.1562,1.931,0.8762
0.001,126,98,1.1363,1.9058,0.8447
0.001,126,98,1.0943,1.7987,0.9057
0.001,126,98,1.1652,2.0167,0.9435
0.001,126,98,1.0755,1.7246,0.8899
0.001,126,98,1.172,1.9864,0.8731
0.001,126,98,1.1117,1.8728,0.8612
0.001,126,98,1.1522,1.8943,0.8939
0.001,126,98,1.1726,1.9508,0.954
0.001,127,98,1.1505,1.8512,0.89
0.001,127,98,1.1328,1.8274,0.8876
0.001,127,98,1.1753,1.9956,0.9232
0.001,127,98,1.1386,1.9241,0.9097
0.001,127,98,1.1432,1.8804,0.9301
0.001,128,98,1.1615,1.9414,0.8313
0.001,128,98,1.1552,1.9419,0.8492
0.001,128,98,1.1613,1.8918,0.8315
0.001,128,98,1.1094,1.7496,0.8935
0.001,128,98,1.1115,1.7568,0.927
0.001,128,98,1.1288,1.8346,0.9227
0.001,128,98,1.1254,1.8674,0.8763
0.001,128,98,1.1337,1.8705,0.8546
0.001,128,98,1.1066,1.8152,0.8881
0.001,128,98,1.0934,1.7816,0.8225
0.001,128,98,1.1314,1.91,0.8406
0.001,129,98,1.132,1.8826,0.8446
0.001,129,98,1.1495,1.921,0.8966
0.001,129,98,1.1358,1.8213,0.9199
0.001,129,98,1.1114,1.8784,0.8369
0.001,129,98,1.1387,1.897,0.8836
0.001,129,98,1.1535,1.8947,0.8798
0.001,129,98,1.1752,1.9969,0.8937
0.001,129,98,1.1381,1.8818,0.9346
0.001,129,98,1.1273,1.812,0.8747
0.001,129,98,1.1529,1.9248,0.9156
0.001,129,98,1.1151,1.8058,0.9465
0.001,130,98,1.1551,1.9226,0.8744
0.001,130,98,1.1706,1.9509,0.8382
0.001,130,98,1.1522,1.9463,0.885
0.001,130,98,1.1374,1.8745,0.8842
0.001,130,98,1.1552,1.9481,0.9328
0.001,130,98,1.1367,1.8782,0.8497
0.001,130,98,1.129,1.8555,0.8863
0.001,130,98,1.0694,1.6968,0.9038
0.001,130,98,1.1091,1.7879,0.8987
0.001,130,98,1.1694,1.9809,0.9055
0.001,130,98,1.1079,1.8234,0.9019
0.001,130,98,1.1729,1.9237,0.9591
0.001,131,98,1.1209,1.8578,0.8644
0.001,131,98,1.1408,1.9149,0.8445
0.001,131,98,1.1264,1.8352,0.9183
0.001,131,98,1.1373,1.8573,0.8641
0.001,131,98,1.121,1.833,0.8587
0.001,131,98,1.1492,1.9685,0.8931
0.001,132,98,1.1457,1.9307,1.0099
0.001,132,98,1.0819,1.8273,0.8574
0.001,132,98,1.2028,2.0272,0.8889
0.001,132,98,1.1345,1.8919,0.8854
0.001,132,98,1.1102,1.8321,0.8492
0.001,132,98,1.1586,1.9605,0.8778
0.001,132,98,1.0897,1.7655,0.8954
0.001,133,98,1.1361,1.8469,0.8605
0.001,133,98,1.0918,1.7951,0.8644
0.001,133,98,1.1184,1.7713,0.8577
0.001,133,98,1.1486,1.9333,0.8469
0.001,133,98,1.1539,1.926,0.9472
0.001,133,98,1.1316,1.8013,0.885
0.001,133,98,1.1733,1.9771,0.8627
0.001,133,98,1.1585,1.9267,0.8684
0.001,133,98,1.143,1.8348,0.831
0.001,134,98,1.1551,1.8944,0.8361
0.001,134,98,1.1606,1.9552,0.8147
0.001,134,98,1.1102,1.8513,0.8307
0.001,134,98,1.1658,1.9603,0.8054
0.001,134,98,1.1336,1.8789,0.8394
0.001,134,98,1.1395,1.8933,0.8516
0.001,135,98,1.1562,1.9718,0.8855
0.001,135,98,1.1497,1.9167,0.8502
0.001,135,98,1.1411,1.8973,0.8525
0.001,135,98,1.1333,1.8351,0.8293
0.001,136,98,1.0866,1.7252,0.8431
0.001,136,98,1.1149,1.7689,0.8692
0.001,136,98,1.147,1.8766,0.8273
0.001,136,98,1.1299,1.8843,0.8723
0.001,136,98,1.1191,1.8885,0.8184
0.001,136,98,1.1839,2.0022,0.8681
0.001,136,98,1.1477,1.9359,0.8984
0.001,137,98,1.1684,1.8685,0.9143
0.001,137,98,1.124,1.8221,0.8287
0.001,137,98,1.1557,1.9247,0.8001
0.001,137,98,1.1783,1.9891,0.8632
0.001,137,98,1.1331,1.8612,0.8615
0.001,138,98,1.121,1.832,0.8323
0.001,138,98,1.1065,1.8424,0.897
0.001,138,98,1.1329,1.8481,0.8664
0.001,138,98,1.1463,1.9033,0.8938
0.001,138,98,1.1095,1.824,0.8064
0.001,138,98,1.0946,1.817,0.8361
0.001,138,98,1.1433,1.9348,0.8213
0.001,138,98,1.1392,1.8978,0.8367
0.001,138,98,1.1368,1.8937,0.9021
0.001,138,98,1.1007,1.8617,0.8279
0.001,139,98,1.1186,1.8621,0.8453
0.001,139,98,1.1352,1.8858,0.8741
0.001,139,98,1.1272,1.8341,0.8997
0.001,139,98,1.1439,1.8879,0.736
0.001,139,98,1.1365,1.8442,0.8025
0.001,139,98,1.1339,1.8995,0.8239
0.001,139,98,1.1803,2.0268,0.7817
0.001,139,98,1.131,1.852,0.8099
0.001,139,98,1.1366,1.8764,0.8573
0.001,139,98,1.1492,1.9013,0.8689
0.001,139,98,1.1585,1.9287,0.8911
0.001,139,98,1.1332,1.8481,0.8433
0.001,140,98,1.1206,1.8902,0.8018
0.001,140,98,1.0794,1.6865,0.8407
0.001,140,98,1.1129,1.8804,0.836
0.001,140,98,1.1373,1.8655,0.7707
0.001,140,98,1.1859,1.995,0.8892
0.001,140,98,1.1739,1.963,0.8676
0.001,140,98,1.1301,1.848,0.8279
0.001,140,98,1.1677,1.9263,0.8609
0.001,140,98,1.1356,1.8207,0.8339
0.001,140,98,1.1368,1.846,0.8658
0.001,140,98,1.1556,1.9569,0.8637
0.001,140,98,1.1081,1.769,0.852
0.001,141,98,1.1555,1.955,0.905
0.001,141,98,1.106,1.7826,0.8371
0.001,141,98,1.1128,1.7957,0.8335
0.001,141,98,1.1595,1.9414,0.8915
0.001,141,98,1.1445,1.9437,0.8662
0.001,141,98,1.1431,1.8325,0.8154
0.001,141,98,1.1136,1.8698,0.858
0.001,141,98,1.1157,1.801,0.9015
0.001,142,98,1.1313,1.8033,0.8421
0.001,142,98,1.099,1.7675,0.8414
0.001,142,98,1.1362,1.9117,0.822
0.001,142,98,1.121,1.8218,0.86
0.001,142,98,1.1691,1.9189,0.9333
0.001,142,98,1.133,1.85,0.7921
0.001,142,98,1.1659,1.9475,0.8722
0.001,142,98,1.1478,1.9013,0.8486
0.001,142,98,1.1481,1.8643,0.8943
0.001,142,98,1.1355,1.8648,0.8093
0.001,142,98,1.1364,1.9025,0.79
0.001,142,98,1.1634,1.944,0.8014
0.001,142,98,1.1588,1.9163,0.8053
0.001,142,98,1.1379,1.8265,0.8746
0.001,143,98,1.1489,1.9272,0.7782
0.001,143,98,1.1468,1.8985,0.8431
0.001,143,98,1.1544,1.9813,0.8056
0.001,143,98,1.1311,1.9542,0.8752
0.001,143,98,1.0879,1.7303,0.8242
0.001,143,98,1.1149,1.7999,0.864
0.001,143,98,1.1586,1.993,0.8365
0.001,143,98,1.1768,2.0331,0.8692
0.001,143,98,1.1669,1.9908,0.8051
0.001,143,98,1.1293,1.8735,0.8476
0.001,144,98,1.1368,1.9455,0.8091
0.001,144,98,1.1494,1.8591,0.8522
0.001,144,98,1.1705,2.018,0.8083
0.001,144,98,1.1542,1.8753,0.9008
0.001,144,98,1.1341,1.8231,0.8211
0.001,144,98,1.1659,1.9798,0.8022
0.001,144,98,1.1262,1.8796,0.8378
0.001,144,98,1.1621,1.919,0.8184
0.001,144,98,1.128,1.8488,0.7226
0.001,144,98,1.1138,1.8099,0.7802
0.001,144,98,1.1239,1.8051,0.8278
0.001,145,98,1.1767,1.9714,0.8331
0.001,145,98,1.1331,1.8704,0.7821
0.001,145,98,1.1337,1.9304,0.8688
0.001,145,98,1.158,1.9066,0.8498
0.001,145,98,1.1376,1.9194,0.8221
0.001,145,98,1.0941,1.7602,0.8152
0.001,145,98,1.1555,1.9159,0.8217
0.001,145,98,1.1391,1.8557,0.8222
0.001,145,98,1.1087,1.7826,0.8455
0.001,145,98,1.1262,1.8912,0.8463
0.001,145,98,1.1396,1.882,0.8382
0.001,145,98,1.1216,1.8198,0.8427
0.001,145,98,1.1479,1.8847,0.8646
0.001,145,98,1.1128,1.8569,0.8079
0.001,146,98,1.1313,1.8276,0.8221
0.001,146,98,1.1439,1.8764,0.8323
0.001,146,98,1.1612,1.9824,0.8351
0.001,146,98,1.1716,2.0249,0.8674
0.001,146,98,1.1889,2.0439,0.8544
0.001,146,98,1.1362,1.8599,0.8174
0.001,146,98,1.1424,1.8663,0.7995
0.001,147,98,1.1579,1.9247,0.8552
0.001,147,98,1.1356,1.9007,0.8563
0.001,147,98,1.1426,1.8881,0.8171
0.001,147,98,1.1394,1.8523,0.7948
0.001,147,98,1.1073,1.8194,0.799
0.001,147,98,1.1217,1.8549,0.862
0.001,147,98,1.1496,1.9019,0.8119
0.001,147,98,1.1407,1.9207,0.8162
0.001,147,98,1.1413,1.8701,0.8552
0.001,147,98,1.1518,1.8904,0.8289
0.001,148,98,1.1495,1.9342,0.8341
0.001,148,98,1.1402,1.866,0.8112
0.001,148,98,1.1307,1.8307,0.8645
0.001,148,98,1.1462,1.9619,0.8765
0.001,148,98,1.1679,1.9269,0.8328
0.001,148,98,1.1333,1.8777,0.7963
0.001,148,98,1.1249,1.8532,0.8058
0.001,148,98,1.1496,1.9475,0.7887
0.001,148,98,1.1752,1.9335,0.8177
0.001,148,98,1.1493,1.9249,0.7968
0.001,148,98,1.1039,1.7551,0.784
0.001,148,98,1.1597,1.9493,0.8462
0.001,149,98,1.1328,1.8612,0.8037
0.001,149,98,1.1103,1.8006,0.783
0.001,149,98,1.0947,1.7782,0.829
0.001,149,98,1.1008,1.7305,0.8563
0.001,149,98,1.1643,1.9716,0.8311
0.001,149,98,1.125,1.8481,0.871
0.001,149,98,1.146,1.8905,0.838
0.001,149,98,1.113,1.8526,0.8636
0.001,149,98,1.1387,1.877,0.8144
0.001,150,98,1.126,1.861,0.8619
0.001,150,98,1.1846,1.9737,0.825
0.001,150,98,1.1422,1.8912,0.834
0.001,150,98,1.1222,1.7954,0.8622
0.001,150,98,1.1392,1.8548,0.7912
0.001,150,98,1.1389,1.8541,0.8233
0.001,150,98,1.1158,1.7594,0.8206
0.001,151,98,1.1443,1.8719,0.8004
0.001,151,98,1.1429,1.8735,0.7726
0.001,151,98,1.1321,1.8345,0.8057
0.001,151,98,1.1108,1.8106,0.8302
0.001,151,98,1.129,1.8572,0.835
0.001,151,98,1.1804,2.0276,0.81
0.001,151,98,1.1874,2.0412,0.8212
0.001,151,98,1.1316,1.8763,0.824
0.001,151,98,1.1322,1.9264,0.8304
0.001,152,98,1.1312,1.8668,0.8409
0.001,152,98,1.1313,1.8638,0.8341
0.001,152,98,1.128,1.9058,0.778
0.001,152,98,1.138,1.8649,0.7798
0.001,152,98,1.0974,1.7859,0.8364
0.001,152,98,1.1287,1.7824,0.7704
0.001,152,98,1.1513,1.9312,0.8367
0.001,153,98,1.1176,1.8154,0.8108
0.001,153,98,1.1263,1.8348,0.8446
0.001,153,98,1.1477,1.9042,0.7979
0.001,153,98,1.0899,1.7154,0.8062
0.001,153,98,1.1699,1.9996,0.8202
0.001,153,98,1.1035,1.8643,0.8363
0.001,153,98,1.1597,1.9328,0.8557
0.001,153,98,1.1154,1.8218,0.7949
0.001,153,98,1.1526,1.9271,0.8122
0.001,153,98,1.1207,1.8453,0.8775
0.001,153,98,1.1212,1.8457,0.7854
0.001,153,98,1.1047,1.7198,0.795
0.001,153,98,1.1324,1.8842,0.7734
0.001,154,98,1.1481,1.9144,0.7874
0.001,154,98,1.0771,1.7006,0.8173
0.001,154,98,1.1381,1.879,0.7982
0.001,154,98,1.1277,1.8243,0.8045
0.001,154,98,1.146,1.9172,0.7704
0.001,154,98,1.1331,1.8705,0.7848
0.001,154,98,1.1525,1.995,0.7818
0.001,155,98,1.1304,1.8863,0.8424
0.001,155,98,1.1399,1.9309,0.7866
0.001,155,98,1.133,1.8542,0.8563
0.001,155,98,1.1057,1.8241,0.8398
0.001,155,98,1.1427,1.8752,0.8489
0.001,155,98,1.1362,1.8344,0.7736
0.001,156,98,1.1361,1.8931,0.7847
0.001,156,98,1.1423,1.9207,0.8051
0.001,156,98,1.1274,1.8378,0.7807
0.001,156,98,1.1165,1.7859,0.7505
0.001,156,98,1.1442,1.9235,0.7688
0.001,156,98,1.1385,1.8578,0.7652
0.001,156,98,1.1511,1.9211,0.8496
0.001,156,98,1.1618,1.8463,0.7668
0.001,157,98,1.1135,1.8243,0.7939
0.001,157,98,1.1099,1.7977,0.8037
0.001,157,98,1.1492,1.93,0.824
0.001,157,98,1.1474,1.8909,0.762
0.001,157,98,1.1617,1.9422,0.8463
0.001,157,98,1.114,1.7864,0.8508
0.001,157,98,1.1569,1.9188,0.7938
0.001,157,98,1.1459,1.8883,0.8192
0.001,157,98,1.1536,1.9088,0.7393
0.001,157,98,1.1281,1.8546,0.7697
0.001,157,98,1.118,1.8488,0.767
0.001,157,98,1.1809,2.0078,0.8412
0.001,157,98,1.191,1.9738,0.8464
0.001,157,98,1.1266,1.8254,0.8029
0.001,158,98,1.1323,1.8521,0.8688
0.001,158,98,1.1392,1.8319,0.7942
0.001,158,98,1.1376,1.8794,0.7863
0.001,158,98,1.1187,1.8592,0.8153
0.001,158,98,1.1424,1.8867,0.8347
0.001,158,98,1.1202,1.8013,0.8495
0.001,158,98,1.1291,1.8641,0.8104
0.001,158,98,1.1439,1.8728,0.7702
0.001,158,98,1.1358,1.8565,0.7648
0.001,159,98,1.1516,1.9296,0.7672
0.001,159,98,1.1282,1.8639,0.7936
0.001,159,98,1.1139,1.8197,0.8459
0.001,159,98,1.1334,1.9082,0.7451
0.001,159,98,1.1385,1.8846,0.8478
0.001,159,98,1.1301,1.9051,0.7929
0.001,159,98,1.0947,1.7563,0.8265
0.001,159,98,1.1289,1.8704,0.7774
0.001,159,98,1.1228,1.8415,0.7712
0.001,159,98,1.1537,1.9684,0.8179
0.001,159,98,1.1316,1.8634,0.7787
0.001,159,98,1.141,1.9381,0.7506
0.001,159,98,1.1246,1.8075,0.8455
0.001,159,98,1.1411,1.8894,0.7815
0.001,159,98,1.1569,1.8819,0.8341
0.001,159,98,1.1142,1.8143,0.7961
0.001,160,98,1.1462,1.9129,0.7897
0.001,160,98,1.1516,1.8995,0.7474
0.001,160,98,1.1118,1.8397,0.8059
0.001,160,98,1.1272,1.8929,0.8211
0.001,160,98,1.106,1.8273,0.8785
0.001,160,98,1.1399,1.9053,0.8265
0.001,160,98,1.1168,1.8123,0.8077
0.001,161,98,1.1618,1.9043,0.8209
0.001,161,98,1.14,1.8884,0.7962
0.001,161,98,1.1213,1.8704,0.7594
0.001,161,98,1.1077,1.7621,0.8756
0.001,161,98,1.164,1.9243,0.7399
0.001,161,98,1.1293,1.8041,0.7816
0.001,161,98,1.1416,1.8875,0.7866
0.001,161,98,1.1643,1.9412,0.8214
0.001,161,98,1.1091,1.8081,0.8309
0.001,161,98,1.139,1.9269,0.7658
0.001,161,98,1.1583,1.9645,0.8101
0.001,161,98,1.1014,1.7792,0.8051
0.001,161,98,1.15,1.9118,0.8023
0.001,161,98,1.1318,1.8384,0.8217
0.001,161,98,1.1243,1.8668,0.8392
0.001,162,98,1.1496,1.9636,0.8321
0.001,162,98,1.1118,1.8725,0.7393
0.001,162,98,1.1265,1.8426,0.7748
0.001,162,98,1.143,1.9122,0.7691
0.001,162,98,1.1268,1.8198,0.7651
0.001,162,98,1.1363,1.8526,0.8114
0.001,163,98,1.1131,1.7759,0.7938
0.001,163,98,1.1212,1.8712,0.7424
0.001,163,98,1.1161,1.8031,0.7763
0.001,163,98,1.1511,1.9409,0.8316
0.001,163,98,1.1489,1.9445,0.7403
0.001,163,98,1.1078,1.8353,0.7759
0.001,163,98,1.1581,1.9144,0.8178
0.001,163,98,1.1278,1.8548,0.7879
0.001,163,98,1.1377,1.9086,0.7879
0.001,163,98,1.1466,1.9172,0.8114
0.001,163,98,1.1282,1.8246,0.8146
0.001,163,98,1.1823,2.0635,0.843
0.001,163,98,1.1709,2.0257,0.8185
0.001,163,98,1.1313,1.8852,0.785
0.001,163,98,1.1229,1.8264,0.8203
0.001,164,98,1.1037,1.7839,0.7468
0.001,164,98,1.1387,1.8616,0.7632
0.001,164,98,1.1556,1.9327,0.7933
0.001,164,98,1.0998,1.8069,0.748
0.001,164,98,1.1282,1.9032,0.7687
0.001,164,98,1.1568,1.9293,0.7823
0.001,164,98,1.1263,1.8476,0.7208
0.001,164,98,1.1159,1.897,0.7318
0.001,164,98,1.1476,1.9141,0.857
0.001,165,98,1.1385,1.9067,0.7346
0.001,165,98,1.1026,1.8284,0.7866
0.001,165,98,1.1555,1.8562,0.7366
0.001,165,98,1.1492,1.8567,0.7931
0.001,165,98,1.1465,1.9243,0.8199
0.001,165,98,1.1398,1.8852,0.8027
0.001,165,98,1.1461,1.8609,0.809
0.001,166,98,1.1308,1.8465,0.7644
0.001,166,98,1.1263,1.8761,0.7452
0.001,166,98,1.1314,1.8949,0.7821
0.001,166,98,1.151,1.9527,0.7418
0.001,166,98,1.1051,1.8234,0.7178
0.001,167,98,1.1613,1.9533,0.7854
0.001,167,98,1.1033,1.7747,0.7628
0.001,167,98,1.1082,1.7542,0.7682
0.001,167,98,1.1391,1.8827,0.7682
0.001,167,98,1.1234,1.8169,0.7778
0.001,167,98,1.1361,1.8589,0.761
0.001,167,98,1.1177,1.8473,0.827
0.001,167,98,1.1165,1.8247,0.8077
0.001,168,98,1.163,1.9479,0.7599
0.001,168,98,1.1241,1.8798,0.8214
0.001,168,98,1.1543,1.9054,0.854
0.001,168,98,1.1179,1.8603,0.8037
0.001,168,98,1.1393,1.9056,0.7668
0.001,168,98,1.1361,1.9125,0.8219
0.001,168,98,1.1498,1.9796,0.7257
0.001,168,98,1.138,1.9163,0.7763
0.001,168,98,1.1449,1.8693,0.7804
0.001,168,98,1.1391,1.8662,0.738
0.001,168,98,1.1213,1.8874,0.7692
0.001,168,98,1.1409,1.8642,0.7651
0.001,169,98,1.1596,1.9941,0.7309
0.001,169,98,1.1405,1.8844,0.7537
0.001,169,98,1.1603,1.9564,0.7885
0.001,169,98,1.1245,1.8306,0.8369
0.001,169,98,1.1231,1.8649,0.7313
0.001,169,98,1.1361,1.8583,0.7815
0.001,169,98,1.1491,1.9011,0.7551
0.001,169,98,1.1326,1.857,0.7581
0.001,170,98,1.1205,1.8464,0.7679
0.001,170,98,1.1321,1.8794,0.8272
0.001,170,98,1.1698,1.9766,0.7527
0.001,170,98,1.1353,1.8956,0.7686
0.001,170,98,1.1272,1.894,0.7651
0.001,170,98,1.1386,1.8362,0.7827
0.001,170,98,1.1538,1.9293,0.8355
0.001,170,98,1.1563,1.9037,0.7296
0.001,170,98,1.115,1.8047,0.7639
0.001,170,98,1.1356,1.9288,0.7483
0.001,171,98,1.149,1.8895,0.766
0.001,171,98,1.1133,1.8245,0.7664
0.001,171,98,1.1143,1.8214,0.7985
0.001,171,98,1.1271,1.8744,0.7441
0.001,171,98,1.1387,1.8978,0.7429
0.001,171,98,1.1553,1.9705,0.8267
0.001,171,98,1.1358,1.8763,0.7857
0.001,171,98,1.1606,1.9367,0.8046
0.001,172,98,1.1398,1.8986,0.7594
0.001,172,98,1.122,1.8718,0.7809
0.001,172,98,1.1041,1.8316,0.812
0.001,172,98,1.12,1.8611,0.756
0.001,172,98,1.133,1.825,0.7312
0.001,172,98,1.1445,1.9191,0.7573
0.001,172,98,1.144,1.884,0.766
0.001,173,98,1.1444,1.9174,0.7697
0.001,173,98,1.155,1.8744,0.7748
0.001,173,98,1.1428,1.8987,0.8184
0.001,173,98,1.0971,1.8071,0.7706
0.001,173,98,1.1392,1.8629,0.8133
0.001,173,98,1.1591,1.936,0.7537
0.001,173,98,1.1282,1.9068,0.7146
0.001,173,98,1.1358,1.8496,0.7164
0.001,173,98,1.1274,1.8824,0.7796
0.001,173,98,1.1171,1.8375,0.7526
0.001,174,98,1.0993,1.7447,0.7451
0.001,174,98,1.1414,1.9339,0.7848
0.001,174,98,1.1065,1.8348,0.7857
0.001,174,98,1.1659,1.9999,0.7493
0.001,174,98,1.1203,1.8196,0.7807
0.001,174,98,1.1302,1.853,0.7147
0.001,174,98,1.1316,1.8875,0.7664
0.001,174,98,1.1439,1.8325,0.7512
0.001,175,98,1.1288,1.8705,0.7422
0.001,175,98,1.1602,1.9721,0.7562
0.001,175,98,1.1395,1.8935,0.6767
0.001,175,98,1.1321,1.8789,0.779
0.001,175,98,1.1231,1.8329,0.7456
0.001,175,98,1.1389,1.8765,0.7965
0.001,175,98,1.132,1.8066,0.7904
0.001,175,98,1.1426,1.8797,0.7624
0.001,175,98,1.1208,1.8755,0.7512
0.001,176,98,1.151,1.939,0.7402
0.001,176,98,1.1574,1.9014,0.7831
0.001,176,98,1.1621,1.9532,0.7396
0.001,176,98,1.1073,1.8036,0.7321
0.001,176,98,1.152,1.8681,0.7743
0.001,176,98,1.1173,1.818,0.7579
0.001,176,98,1.1316,1.84,0.7754
0.001,176,98,1.135,1.8572,0.7136
0.001,176,98,1.1359,1.8475,0.7643
0.001,176,98,1.1107,1.8321,0.7909
0.001,176,98,1.1487,1.8975,0.7913
0.001,177,98,1.1301,1.8579,0.7677
0.001,177,98,1.1395,1.8517,0.781
0.001,177,98,1.1367,1.8527,0.6969
0.001,177,98,1.151,1.953,0.7639
0.001,177,98,1.1041,1.786,0.7073
0.001,177,98,1.126,1.839,0.7858
0.001,177,98,1.0931,1.7937,0.7399
0.001,178,98,1.1547,1.8909,0.7546
0.001,178,98,1.1276,1.8056,0.7007
0.001,178,98,1.1605,1.9755,0.76
0.001,178,98,1.1714,1.9468,0.6965
0.001,178,98,1.1171,1.842,0.7838
0.001,178,98,1.1149,1.8333,0.7682
0.001,178,98,1.1334,1.8478,0.7534
0.001,179,98,1.1212,1.8141,0.7527
0.001,179,98,1.1436,1.9267,0.758
0.001,179,98,1.1529,1.8679,0.7397
0.001,179,98,1.1003,1.7621,0.713
0.001,179,98,1.1235,1.8913,0.7465
0.001,179,98,1.1447,1.9239,0.7503
0.001,179,98,1.1488,1.9332,0.7422
0.001,179,98,1.114,1.8018,0.7621
0.001,179,98,1.1142,1.8307,0.7286
0.001,179,98,1.1491,1.9155,0.7268
0.001,179,98,1.1334,1.8934,0.7802
0.001,180,98,1.1485,1.9091,0.7189
0.001,180,98,1.129,1.8711,0.7476
0.001,180,98,1.1421,1.8788,0.7435
0.001,180,98,1.0908,1.7695,0.7634
0.001,180,98,1.104,1.7958,0.7385
0.001,180,98,1.1173,1.8176,0.7338
0.001,180,98,1.1217,1.8124,0.7027
0.001,180,98,1.0878,1.7771,0.7658
0.001,180,98,1.1336,1.8588,0.7529
0.001,180,98,1.1429,1.9147,0.7638
0.001,180,98,1.1068,1.8089,0.7415
0.001,180,98,1.1296,1.8734,0.7735
0.001,181,98,1.1084,1.8285,0.7198
0.001,181,98,1.1417,1.9,0.7389
0.001,181,98,1.1499,1.9493,0.7476
0.001,181,98,1.1719,1.9727,0.7527
0.001,181,98,1.1013,1.7759,0.7314
