learning_rate,layer1,val_size,min_val_mae,min_val_mse,min_train_mse
0.001,240,98,1.1255,1.859,0.6454
0.001,240,98,1.1431,1.9135,0.6296
0.001,241,98,1.1396,1.8642,0.6679
0.001,241,98,1.1055,1.771,0.6697
0.001,241,98,1.1464,1.8761,0.6329
0.001,241,98,1.143,1.8739,0.6472
0.001,241,98,1.1088,1.7881,0.6904
0.001,241,98,1.1127,1.807,0.6643
0.001,241,98,1.1419,1.8577,0.6658
0.001,241,98,1.107,1.8046,0.5874
0.001,241,98,1.1532,1.9183,0.6414
0.001,241,98,1.1242,1.8473,0.5907
0.001,242,98,1.1437,1.8746,0.6463
0.001,242,98,1.1524,1.9464,0.6713
0.001,242,98,1.1218,1.8196,0.5902
0.001,242,98,1.1364,1.8332,0.676
0.001,242,98,1.1129,1.7966,0.6423
0.001,242,98,1.1509,1.9292,0.626
0.001,242,98,1.1282,1.843,0.6745
0.001,242,98,1.1073,1.7819,0.7075
0.001,242,98,1.1223,1.8304,0.6543
0.001,242,98,1.0944,1.7155,0.6696
0.001,242,98,1.1406,1.8904,0.6257
0.001,243,98,1.1209,1.8248,0.6636
0.001,243,98,1.1348,1.8715,0.6234
0.001,243,98,1.141,1.8874,0.6258
0.001,243,98,1.0958,1.7735,0.6383
0.001,243,98,1.1184,1.8552,0.6344
0.001,243,98,1.1395,1.858,0.6294
0.001,243,98,1.1168,1.8066,0.6488
0.001,243,98,1.145,1.9139,0.6206
0.001,243,98,1.1263,1.8428,0.6252
0.001,244,98,1.1573,1.9013,0.6456
0.001,244,98,1.1253,1.8501,0.6124
0.001,244,98,1.1242,1.8635,0.6452
0.001,244,98,1.1197,1.8087,0.6957
0.001,244,98,1.1601,1.8897,0.6666
0.001,244,98,1.1118,1.7922,0.6434
0.001,244,98,1.1337,1.8573,0.6573
0.001,245,98,1.1384,1.8553,0.6573
0.001,245,98,1.1003,1.8187,0.591
0.001,245,98,1.154,1.8911,0.6093
0.001,245,98,1.142,1.893,0.6171
0.001,245,98,1.1169,1.8077,0.684
0.001,245,98,1.1447,1.8867,0.645
0.001,246,98,1.1424,1.8619,0.6764
0.001,246,98,1.1061,1.777,0.6327
0.001,246,98,1.1197,1.8306,0.6901
0.001,246,98,1.1403,1.8612,0.652
0.001,246,98,1.113,1.8116,0.6516
0.001,246,98,1.1188,1.8416,0.645
0.001,246,98,1.138,1.8451,0.679
0.001,246,98,1.1277,1.8858,0.6316
0.001,246,98,1.1538,1.9557,0.5897
0.001,246,98,1.1209,1.8468,0.6821
0.001,247,98,1.1411,1.8598,0.5701
0.001,247,98,1.1101,1.8046,0.6738
0.001,247,98,1.1268,1.8455,0.6513
0.001,247,98,1.1304,1.8218,0.6203
0.001,247,98,1.113,1.7682,0.6495
0.001,247,98,1.1405,1.8645,0.6358
0.001,247,98,1.1511,1.873,0.6336
0.001,247,98,1.1221,1.839,0.6583
0.001,248,98,1.1056,1.7523,0.6347
0.001,248,98,1.1038,1.8017,0.6126
0.001,248,98,1.1266,1.8734,0.6401
0.001,248,98,1.1544,1.9308,0.6381
0.001,248,98,1.1299,1.8647,0.6397
0.001,248,98,1.1209,1.8323,0.6512
0.001,248,98,1.142,1.8911,0.5992
0.001,248,98,1.12,1.8678,0.6002
0.001,248,98,1.1334,1.8617,0.6616
0.001,248,98,1.1262,1.8543,0.616
0.001,248,98,1.1433,1.8921,0.6526
0.001,249,98,1.1301,1.8784,0.6429
0.001,249,98,1.1289,1.8984,0.6296
0.001,249,98,1.133,1.8349,0.6523
0.001,249,98,1.1226,1.845,0.6918
0.001,249,98,1.1172,1.8149,0.6655
0.001,249,98,1.1367,1.9076,0.6414
0.001,249,98,1.138,1.8923,0.6291
0.001,249,98,1.1301,1.9,0.6455
0.001,249,98,1.1374,1.8873,0.6442
0.001,249,98,1.1482,1.8845,0.6451
0.001,249,98,1.1283,1.8654,0.6823
0.001,249,98,1.1348,1.9006,0.6507
0.001,249,98,1.1302,1.893,0.635
0.001,250,98,1.128,1.8239,0.6232
0.001,250,98,1.1138,1.7848,0.6142
0.001,250,98,1.1457,1.8824,0.6396
0.001,250,98,1.1543,1.9116,0.6253
0.001,250,98,1.1254,1.8393,0.6251
0.001,250,98,1.1172,1.7928,0.6038
0.001,251,98,1.15,1.9274,0.6071
0.001,251,98,1.1405,1.8504,0.5998
0.001,251,98,1.139,1.9138,0.6142
0.001,251,98,1.1585,1.8694,0.6022
0.001,251,98,1.1176,1.8229,0.6466
0.001,251,98,1.138,1.8638,0.6192
0.001,251,98,1.1471,1.9313,0.651
0.001,252,98,1.1274,1.8528,0.633
0.001,252,98,1.1192,1.8489,0.6412
0.001,252,98,1.1323,1.8685,0.583
0.001,252,98,1.1442,1.8848,0.6002
0.001,252,98,1.175,1.9757,0.6504
0.001,252,98,1.1377,1.8496,0.6049
0.001,252,98,1.1463,1.8302,0.6277
0.001,252,98,1.1505,1.9427,0.6451
0.001,252,98,1.1749,1.9723,0.6233
0.001,252,98,1.1428,1.8676,0.6879
0.001,253,98,1.1336,1.8746,0.6431
0.001,253,98,1.1422,1.8567,0.6205
0.001,253,98,1.1039,1.7759,0.6344
0.001,253,98,1.1367,1.883,0.6858
0.001,253,98,1.11,1.8204,0.6589
0.001,253,98,1.1212,1.8583,0.6372
0.001,253,98,1.166,1.9136,0.6591
0.001,253,98,1.0931,1.7262,0.638
0.001,254,98,1.1352,1.8114,0.5762
0.001,254,98,1.1262,1.851,0.637
0.001,255,98,1.1078,1.7666,0.6405
0.001,255,98,1.1283,1.7991,0.6561
0.001,255,98,1.1214,1.832,0.623
0.001,255,98,1.1483,1.8801,0.6736
0.001,255,98,1.1473,1.8614,0.6468
0.001,255,98,1.1295,1.8686,0.6399
0.001,255,98,1.1211,1.8328,0.6306
0.001,255,98,1.1252,1.8573,0.6868
0.001,255,98,1.1192,1.8514,0.6225
0.001,255,98,1.0955,1.7399,0.6698
0.001,256,98,1.1446,1.8563,0.6737
0.001,256,98,1.1388,1.8887,0.6607
0.001,256,98,1.1346,1.8432,0.652
0.001,256,98,1.1274,1.8307,0.63
0.001,256,98,1.1309,1.8237,0.6385
0.001,256,98,1.1403,1.8898,0.6091
0.001,256,98,1.1528,1.8984,0.6048
0.001,256,98,1.1209,1.83,0.636
0.001,256,98,1.1314,1.9219,0.6142
0.001,256,98,1.1291,1.9298,0.6406
0.001,256,98,1.1421,1.9141,0.6029
0.001,257,98,1.101,1.8208,0.6385
0.001,257,98,1.1756,2.0457,0.6393
0.001,257,98,1.129,1.8268,0.6323
0.001,257,98,1.145,1.8842,0.6099
0.001,257,98,1.1617,1.9489,0.6745
0.001,257,98,1.124,1.8184,0.6162
0.001,257,98,1.1124,1.8337,0.6195
0.001,257,98,1.1394,1.8663,0.6229
0.001,257,98,1.1442,1.9102,0.6326
0.001,257,98,1.1582,1.9527,0.6031
0.001,258,98,1.125,1.8311,0.6231
0.001,258,98,1.1308,1.8523,0.6186
0.001,258,98,1.1482,1.9353,0.6736
0.001,258,98,1.1183,1.8499,0.6386
0.001,258,98,1.1572,1.8552,0.6491
0.001,258,98,1.1312,1.8999,0.5932
0.001,259,98,1.1318,1.8756,0.6294
0.001,259,98,1.1356,1.8281,0.6348
0.001,259,98,1.1316,1.9298,0.6407
0.001,259,98,1.1266,1.8846,0.6184
0.001,259,98,1.1338,1.8988,0.6046
0.001,259,98,1.118,1.8136,0.623
0.001,259,98,1.1141,1.8202,0.6576
0.001,259,98,1.1169,1.793,0.6315
0.001,259,98,1.1229,1.8572,0.6531
0.001,259,98,1.136,1.8607,0.6067
0.001,260,98,1.1224,1.8655,0.6319
0.001,260,98,1.1366,1.8712,0.6699
0.001,260,98,1.1333,1.8441,0.6267
0.001,260,98,1.1393,1.8662,0.6003
0.001,260,98,1.1178,1.824,0.6629
0.001,260,98,1.1609,1.924,0.6097
0.001,260,98,1.1232,1.8473,0.6159
0.001,260,98,1.1333,1.8621,0.638
0.001,261,98,1.1174,1.7887,0.5869
0.001,261,98,1.1347,1.8741,0.6585
0.001,261,98,1.1386,1.8912,0.597
0.001,261,98,1.1413,1.8817,0.5842
0.001,261,98,1.1124,1.7854,0.6606
0.001,261,98,1.1201,1.8333,0.6404
0.001,261,98,1.1344,1.8551,0.6231
0.001,261,98,1.1439,1.8829,0.5827
0.001,262,98,1.1133,1.847,0.5984
0.001,262,98,1.1149,1.7765,0.6075
0.001,262,98,1.1571,1.9228,0.5935
0.001,262,98,1.1614,1.9128,0.6362
0.001,262,98,1.1332,1.8004,0.6309
0.001,262,98,1.1128,1.8366,0.6146
0.001,262,98,1.1557,1.8884,0.612
0.001,262,98,1.1401,1.9143,0.6381
0.001,263,98,1.114,1.8413,0.5668
0.001,263,98,1.135,1.894,0.6161
0.001,263,98,1.1056,1.8179,0.6002
0.001,263,98,1.1378,1.8625,0.6271
0.001,263,98,1.1446,1.9263,0.6281
0.001,263,98,1.1187,1.7947,0.599
0.001,263,98,1.1219,1.8168,0.5998
0.001,263,98,1.0945,1.7472,0.6015
0.001,263,98,1.1545,1.9035,0.6128
0.001,263,98,1.1329,1.8339,0.6149
0.001,263,98,1.1311,1.8814,0.6237
0.001,263,98,1.1279,1.8513,0.639
0.001,264,98,1.1364,1.8418,0.6461
0.001,264,98,1.1292,1.8678,0.6275
0.001,264,98,1.1556,1.9744,0.6409
0.001,264,98,1.0966,1.7324,0.6055
0.001,264,98,1.132,1.8545,0.6261
0.001,264,98,1.1154,1.7837,0.6239
0.001,264,98,1.1503,1.875,0.6434
0.001,264,98,1.1413,1.8813,0.6359
0.001,265,98,1.1518,1.9268,0.6025
0.001,265,98,1.1207,1.8338,0.5607
0.001,265,98,1.1437,1.8785,0.6581
0.001,265,98,1.146,1.9132,0.5817
0.001,265,98,1.1456,1.8945,0.6254
0.001,265,98,1.1046,1.7974,0.6164
0.001,265,98,1.1401,1.8871,0.6188
0.001,265,98,1.1507,1.9113,0.6421
0.001,265,98,1.1406,1.8851,0.5772
0.001,265,98,1.121,1.8293,0.5894
0.001,265,98,1.1479,1.895,0.6078
0.001,266,98,1.1417,1.8767,0.6606
0.001,266,98,1.1069,1.7625,0.5797
0.001,266,98,1.127,1.8665,0.6263
0.001,266,98,1.1197,1.7992,0.647
0.001,266,98,1.1329,1.8355,0.6133
0.001,266,98,1.1535,1.9157,0.6228
0.001,266,98,1.131,1.8506,0.6447
0.001,266,98,1.1256,1.8656,0.5633
0.001,266,98,1.1227,1.8221,0.5941
0.001,266,98,1.1667,1.9476,0.6194
0.001,266,98,1.1292,1.8543,0.6245
0.001,266,98,1.1135,1.823,0.6386
0.001,266,98,1.1402,1.854,0.6028
0.001,267,98,1.1414,1.8976,0.6302
0.001,267,98,1.1138,1.8313,0.6201
0.001,267,98,1.1292,1.8349,0.6324
0.001,267,98,1.127,1.866,0.6377
0.001,267,98,1.1233,1.8527,0.6078
0.001,267,98,1.133,1.8856,0.5838
0.001,267,98,1.1221,1.8421,0.5839
0.001,267,98,1.1317,1.8599,0.6026
0.001,267,98,1.131,1.8596,0.6108
0.001,267,98,1.1478,1.9023,0.5921
0.001,267,98,1.1473,1.8931,0.6224
0.001,267,98,1.1589,1.9315,0.5954
0.001,267,98,1.1228,1.8558,0.5994
0.001,267,98,1.1323,1.8504,0.6449
0.001,268,98,1.1197,1.8914,0.6278
0.001,268,98,1.1294,1.8788,0.6266
0.001,268,98,1.1361,1.8591,0.621
0.001,268,98,1.1623,1.8902,0.6168
0.001,268,98,1.1553,1.8873,0.6092
0.001,268,98,1.1329,1.8941,0.6035
0.001,268,98,1.1344,1.8776,0.6354
0.001,268,98,1.1322,1.8551,0.6595
0.001,268,98,1.1445,1.8511,0.6138
0.001,268,98,1.122,1.7976,0.5851
0.001,268,98,1.1418,1.8564,0.5989
0.001,268,98,1.1302,1.8359,0.6133
0.001,268,98,1.154,1.9409,0.6541
0.001,269,98,1.138,1.8988,0.5713
0.001,269,98,1.1244,1.8297,0.6342
0.001,269,98,1.1391,1.8204,0.5644
0.001,269,98,1.1501,1.9555,0.6151
0.001,269,98,1.0968,1.7542,0.6038
0.001,269,98,1.1403,1.8946,0.5991
0.001,269,98,1.1327,1.7969,0.6414
0.001,269,98,1.1282,1.8341,0.6573
0.001,269,98,1.1407,1.8698,0.5687
0.001,269,98,1.1191,1.8278,0.6324
0.001,269,98,1.1267,1.8516,0.5791
0.001,269,98,1.1284,1.8388,0.5895
0.001,269,98,1.1428,1.8639,0.6109
0.001,270,98,1.1639,1.9332,0.5913
0.001,270,98,1.157,1.9329,0.5823
0.001,270,98,1.1384,1.8759,0.6127
0.001,270,98,1.1046,1.7615,0.6298
0.001,270,98,1.1518,1.9259,0.6115
0.001,270,98,1.1389,1.9243,0.6013
0.001,270,98,1.1212,1.8036,0.6154
0.001,270,98,1.149,1.9162,0.6191
0.001,270,98,1.1359,1.8654,0.6392
0.001,271,98,1.1245,1.8724,0.6278
0.001,271,98,1.1366,1.85,0.5736
0.001,271,98,1.1521,1.9146,0.6261
0.001,271,98,1.1341,1.8786,0.626
0.001,271,98,1.1265,1.856,0.5924
0.001,271,98,1.1274,1.8376,0.5938
0.001,271,98,1.1433,1.9092,0.6212
0.001,271,98,1.1265,1.8411,0.6421
0.001,271,98,1.124,1.8202,0.663
0.001,271,98,1.1216,1.8431,0.6357
0.001,272,98,1.1483,1.8843,0.6345
0.001,272,98,1.0959,1.7751,0.6144
0.001,272,98,1.112,1.8021,0.6153
0.001,272,98,1.1394,1.892,0.5916
0.001,272,98,1.1491,1.9083,0.6037
0.001,272,98,1.1158,1.8112,0.6265
0.001,272,98,1.128,1.8718,0.6086
0.001,272,98,1.1117,1.8342,0.5815
0.001,272,98,1.1243,1.809,0.5828
0.001,272,98,1.1423,1.921,0.624
0.001,272,98,1.1781,1.997,0.6104
0.001,272,98,1.1175,1.8248,0.6194
0.001,272,98,1.1544,1.915,0.6366
0.001,273,98,1.117,1.8404,0.6348
0.001,273,98,1.1491,1.9132,0.6438
0.001,273,98,1.1104,1.7654,0.6313
0.001,273,98,1.13,1.8479,0.6288
0.001,273,98,1.1537,1.9166,0.5857
0.001,273,98,1.1109,1.8038,0.6341
0.001,273,98,1.1089,1.8395,0.602
0.001,273,98,1.1051,1.7929,0.5864
0.001,273,98,1.1302,1.8584,0.5866
0.001,273,98,1.1395,1.8905,0.6031
0.001,273,98,1.1391,1.8777,0.5802
0.001,274,98,1.119,1.8335,0.6667
0.001,274,98,1.1206,1.8022,0.6483
0.001,274,98,1.1134,1.8048,0.6469
0.001,274,98,1.1306,1.831,0.6068
0.001,274,98,1.1068,1.8171,0.6037
0.001,274,98,1.1241,1.8446,0.6027
0.001,274,98,1.1498,1.8964,0.5963
0.001,274,98,1.1131,1.7967,0.6256
0.001,274,98,1.1491,1.8626,0.5944
0.001,274,98,1.1416,1.9063,0.5749
0.001,275,98,1.1383,1.8901,0.5993
0.001,275,98,1.1341,1.8868,0.5917
0.001,275,98,1.1253,1.7958,0.6311
0.001,275,98,1.1522,1.9602,0.6099
0.001,275,98,1.1567,1.9172,0.6126
0.001,275,98,1.1417,1.883,0.5953
0.001,275,98,1.1166,1.8527,0.6068
0.001,275,98,1.1426,1.8802,0.5876
0.001,275,98,1.166,1.8915,0.5842
0.001,276,98,1.1345,1.8502,0.6049
0.001,276,98,1.1151,1.7744,0.5974
0.001,276,98,1.146,1.8747,0.6254
0.001,276,98,1.1259,1.8436,0.6157
0.001,276,98,1.1234,1.8535,0.5995
0.001,276,98,1.1073,1.8113,0.5776
0.001,276,98,1.1424,1.9289,0.6158
0.001,276,98,1.1349,1.8603,0.5696
0.001,277,98,1.1139,1.7888,0.6286
0.001,277,98,1.1458,1.8788,0.5754
0.001,277,98,1.1132,1.7848,0.5902
0.001,277,98,1.1192,1.7948,0.6209
0.001,277,98,1.1043,1.8107,0.6059
0.001,277,98,1.1439,1.8928,0.5827
0.001,277,98,1.11,1.8351,0.6152
0.001,277,98,1.1037,1.7827,0.5861
0.001,277,98,1.1246,1.8092,0.6041
0.001,277,98,1.1336,1.869,0.6202
0.001,277,98,1.1146,1.8005,0.6033
0.001,277,98,1.131,1.8456,0.6169
0.001,277,98,1.1229,1.8548,0.6089
0.001,277,98,1.1245,1.8319,0.6047
0.001,277,98,1.1362,1.8348,0.6229
0.001,277,98,1.1361,1.876,0.5819
0.001,278,98,1.1114,1.822,0.6304
0.001,278,98,1.1302,1.8248,0.5973
0.001,278,98,1.1312,1.8417,0.5807
0.001,278,98,1.117,1.7734,0.5687
0.001,278,98,1.1036,1.7722,0.6347
0.001,278,98,1.1374,1.8641,0.5836
0.001,278,98,1.12,1.8267,0.6066
0.001,278,98,1.1463,1.921,0.6024
0.001,278,98,1.1406,1.8485,0.5992
0.001,279,98,1.119,1.8548,0.5894
0.001,279,98,1.1373,1.9068,0.6086
0.001,279,98,1.1253,1.8413,0.6252
0.001,279,98,1.1382,1.885,0.6197
0.001,279,98,1.1358,1.8563,0.5906
0.001,280,98,1.1301,1.8678,0.5973
0.001,280,98,1.1105,1.7693,0.6001
0.001,280,98,1.1285,1.8222,0.6256
0.001,280,98,1.1267,1.8532,0.568
0.001,280,98,1.1515,1.8995,0.5971
0.001,280,98,1.1371,1.8075,0.5975
0.001,280,98,1.1335,1.8419,0.6114
0.001,280,98,1.122,1.8379,0.6039
0.001,280,98,1.1665,1.968,0.6165
0.001,280,98,1.1256,1.8532,0.6024
0.001,281,98,1.1581,1.9545,0.6008
0.001,281,98,1.116,1.8477,0.613
0.001,281,98,1.1431,1.9231,0.5667
0.001,281,98,1.1215,1.8276,0.6216
0.001,281,98,1.1554,1.9362,0.5782
0.001,281,98,1.1189,1.8265,0.6152
0.001,281,98,1.115,1.8079,0.6095
0.001,281,98,1.1633,1.9507,0.5865
0.001,282,98,1.1561,1.9065,0.5859
0.001,282,98,1.1391,1.8362,0.5837
0.001,282,98,1.1207,1.8354,0.6072
0.001,282,98,1.127,1.8304,0.6377
0.001,282,98,1.1183,1.7942,0.606
0.001,282,98,1.1251,1.8373,0.5899
0.001,282,98,1.139,1.8639,0.62
0.001,282,98,1.1318,1.8661,0.5865
0.001,282,98,1.1531,1.8677,0.6354
0.001,282,98,1.1332,1.8267,0.6256
0.001,282,98,1.1608,1.9059,0.6353
0.001,282,98,1.1222,1.8626,0.6066
0.001,282,98,1.1348,1.8918,0.6016
0.001,283,98,1.1242,1.8546,0.5972
0.001,283,98,1.122,1.8296,0.6469
0.001,283,98,1.1328,1.8974,0.6141
0.001,284,98,1.1125,1.8169,0.5936
0.001,284,98,1.1538,1.9103,0.5994
0.001,284,98,1.1394,1.8734,0.575
0.001,284,98,1.1155,1.8144,0.5994
0.001,284,98,1.1107,1.805,0.5847
0.001,284,98,1.1436,1.8858,0.5976
0.001,284,98,1.1416,1.9231,0.6029
0.001,284,98,1.1325,1.8954,0.5735
0.001,284,98,1.1169,1.8106,0.5953
0.001,285,98,1.1417,1.9092,0.6271
0.001,285,98,1.139,1.8236,0.5773
0.001,285,98,1.1256,1.8682,0.5886
0.001,285,98,1.1433,1.8594,0.5841
0.001,285,98,1.1632,1.9268,0.6135
0.001,285,98,1.1146,1.8066,0.5787
0.001,285,98,1.112,1.8114,0.6074
0.001,286,98,1.145,1.8823,0.5618
0.001,286,98,1.1267,1.8304,0.6426
0.001,286,98,1.1664,1.9718,0.587
0.001,286,98,1.1441,1.8967,0.577
0.001,286,98,1.1281,1.8531,0.5908
0.001,287,98,1.1113,1.8192,0.6111
0.001,287,98,1.1326,1.8843,0.5993
0.001,287,98,1.1445,1.8936,0.5946
0.001,287,98,1.153,1.9255,0.5964
0.001,287,98,1.1385,1.9096,0.6108
0.001,287,98,1.1211,1.8594,0.6324
0.001,287,98,1.1179,1.7962,0.6087
0.001,287,98,1.0931,1.7735,0.6006
0.001,287,98,1.1233,1.8549,0.5821
0.001,287,98,1.1229,1.8067,0.5967
0.001,287,98,1.1185,1.8013,0.5917
0.001,287,98,1.1486,1.8981,0.6202
0.001,288,98,1.1389,1.9096,0.5753
0.001,288,98,1.1351,1.8519,0.6194
0.001,288,98,1.138,1.8937,0.5694
0.001,288,98,1.092,1.7205,0.6063
0.001,288,98,1.1264,1.8282,0.5798
0.001,288,98,1.122,1.8,0.5731
0.001,288,98,1.1363,1.8771,0.5818
0.001,288,98,1.1346,1.8815,0.585
0.001,288,98,1.1256,1.8533,0.6244
0.001,289,98,1.1271,1.8039,0.542
0.001,289,98,1.1206,1.8361,0.5805
0.001,289,98,1.1484,1.8845,0.5706
0.001,289,98,1.1505,1.8801,0.6076
0.001,289,98,1.123,1.841,0.6065
0.001,289,98,1.1271,1.8598,0.5812
0.001,289,98,1.159,1.9574,0.6093
0.001,289,98,1.1467,1.896,0.6031
0.001,289,98,1.1592,1.9864,0.6191
0.001,289,98,1.1517,1.9003,0.5804
0.001,289,98,1.1729,1.978,0.5532
0.001,289,98,1.1535,1.9293,0.5885
0.001,289,98,1.1157,1.8531,0.5796
0.001,289,98,1.1652,1.9599,0.5955
0.001,289,98,1.1338,1.8617,0.6038
0.001,290,98,1.1449,1.885,0.5592
0.001,290,98,1.1254,1.8619,0.5754
0.001,290,98,1.1359,1.8534,0.5815
0.001,290,98,1.1811,1.9671,0.6001
0.001,290,98,1.1545,1.8895,0.5936
0.001,290,98,1.1384,1.9069,0.5909
0.001,290,98,1.1329,1.8425,0.5985
0.001,290,98,1.129,1.8755,0.6013
0.001,290,98,1.1233,1.8331,0.5844
0.001,290,98,1.157,1.8859,0.6107
0.001,290,98,1.1319,1.8834,0.5369
0.001,291,98,1.156,1.9027,0.5628
0.001,291,98,1.1457,1.9106,0.598
0.001,291,98,1.1379,1.8781,0.5901
0.001,291,98,1.1463,1.9407,0.5651
0.001,291,98,1.1319,1.8204,0.5457
0.001,291,98,1.1346,1.8733,0.5578
0.001,291,98,1.1137,1.8027,0.5823
0.001,291,98,1.1454,1.9134,0.5837
0.001,292,98,1.1291,1.8499,0.5737
0.001,292,98,1.1551,1.9021,0.5827
0.001,292,98,1.1146,1.836,0.5971
0.001,292,98,1.1699,1.9593,0.5716
0.001,292,98,1.1367,1.8059,0.5759
0.001,292,98,1.1557,1.8901,0.5995
0.001,292,98,1.1211,1.8527,0.5964
0.001,292,98,1.1076,1.7983,0.5731
0.001,292,98,1.146,1.9154,0.6124
0.001,292,98,1.1398,1.9037,0.6004
0.001,292,98,1.1225,1.8019,0.582
0.001,292,98,1.1307,1.8799,0.5945
0.001,292,98,1.1706,1.9631,0.5707
0.001,293,98,1.1379,1.8763,0.5989
0.001,293,98,1.1293,1.8427,0.6507
0.001,293,98,1.1418,1.8993,0.5991
0.001,293,98,1.1367,1.8648,0.6098
0.001,293,98,1.1172,1.8049,0.5961
0.001,293,98,1.1333,1.8571,0.5857
0.001,293,98,1.152,1.8933,0.5623
0.001,293,98,1.1689,1.9475,0.5848
0.001,293,98,1.1352,1.8782,0.6072
0.001,293,98,1.1386,1.8946,0.617
0.001,294,98,1.1151,1.7744,0.6006
0.001,294,98,1.1472,1.8706,0.5958
0.001,294,98,1.1179,1.8105,0.5727
0.001,294,98,1.1256,1.795,0.6396
0.001,294,98,1.1332,1.877,0.59
0.001,294,98,1.1336,1.8682,0.6085
0.001,294,98,1.1455,1.8581,0.5788
0.001,294,98,1.1098,1.8322,0.6032
0.001,294,98,1.1338,1.8863,0.5918
0.001,294,98,1.1196,1.7984,0.5581
0.001,294,98,1.1506,1.9463,0.5773
0.001,294,98,1.0853,1.7592,0.5891
0.001,294,98,1.126,1.8242,0.6025
0.001,295,98,1.1118,1.7937,0.5833
0.001,295,98,1.1566,1.924,0.5887
0.001,295,98,1.1342,1.8639,0.6091
0.001,295,98,1.1438,1.9252,0.5859
0.001,295,98,1.0918,1.7337,0.5355
0.001,295,98,1.1645,1.9752,0.5565
0.001,295,98,1.1514,1.8632,0.5977
0.001,295,98,1.1231,1.8047,0.6053
0.001,295,98,1.1224,1.8859,0.5863
0.001,295,98,1.1395,1.8446,0.6038
0.001,295,98,1.135,1.8261,0.6073
0.001,295,98,1.0951,1.7834,0.5858
0.001,295,98,1.0965,1.7592,0.5381
0.001,295,98,1.1102,1.8124,0.5586
0.001,296,98,1.1345,1.8784,0.5751
0.001,296,98,1.157,1.9369,0.5581
0.001,296,98,1.1326,1.8651,0.6034
0.001,296,98,1.115,1.7691,0.5602
0.001,296,98,1.1351,1.8731,0.5568
0.001,296,98,1.1344,1.849,0.5769
0.001,296,98,1.1295,1.821,0.5832
0.001,297,98,1.1278,1.853,0.5499
0.001,297,98,1.1528,1.863,0.5788
0.001,298,98,1.1255,1.8151,0.6021
0.001,298,98,1.1529,1.886,0.5863
0.001,298,98,1.1195,1.8393,0.5748
0.001,298,98,1.1331,1.8555,0.5551
0.001,298,98,1.1376,1.8833,0.6041
0.001,298,98,1.1314,1.8625,0.5709
0.001,298,98,1.1132,1.8105,0.598
0.001,299,98,1.1284,1.8332,0.561
0.001,299,98,1.1216,1.8338,0.5799
0.001,299,98,1.1188,1.852,0.5856
0.001,299,98,1.1266,1.8471,0.5625
0.001,299,98,1.1426,1.8695,0.599
0.001,299,98,1.1285,1.8436,0.6012
0.001,299,98,1.1134,1.8608,0.6033
0.001,299,98,1.1223,1.807,0.5853
0.001,300,98,1.1327,1.8334,0.543
0.001,300,98,1.1148,1.8132,0.5776
0.001,300,98,1.14,1.8617,0.6048
0.001,300,98,1.0886,1.8037,0.5511
0.001,300,98,1.1187,1.7847,0.5618
0.001,300,98,1.1286,1.8568,0.5674
0.001,300,98,1.1149,1.7724,0.589
0.001,300,98,1.1207,1.8273,0.584
0.001,300,98,1.1531,1.9212,0.5517
0.001,300,98,1.1195,1.8154,0.582
